	origin	yearmonth	segm	doc_id	top10_term_chi2_True	top10_source_chi2_True
184	twitter	2015-06	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
185	twitter	2010-02	5.0	3	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
186	twitter	2010-10	5.0	5	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
187	twitter	2011-03	5.0	4	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
188	twitter	2011-05	5.0	4	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
189	twitter	2012-05	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
190	twitter	2013-04	5.0	4	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
191	twitter	2013-08	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
192	twitter	2014-07	5.0	3	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
193	twitter	2014-11	5.0	6	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
194	twitter	2014-12	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
195	twitter	2015-01	5.0	5	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
196	twitter	2015-02	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
197	twitter	2015-04	5.0	3	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
198	twitter	2010-03	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
199	twitter	2010-04	5.0	7	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
200	twitter	2010-05	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
201	twitter	2010-06	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
202	twitter	2010-07	5.0	1	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
203	twitter	2010-11	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
204	twitter	2011-02	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
205	twitter	2011-08	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
206	twitter	2012-01	5.0	5	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
207	twitter	2012-07	5.0	2	glyphosate, monsanto, chlordécone, planète, macron, procès, scientifiques, sortie, hulot, cancers	Kopecz, GUYOT Vincent, AlainCo #JeSuisPrometheen, Voltuan-Redde, ½ Dr. Eugène 🧬 #NoFakeScience, SPAP Semaine pour les alternatives aux pesticides, Paysan Nature, Spartacus 2014, POLLINIS, duahcim niala
208	twitter	2019-05	7.0	2	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
209	twitter	2020-02	7.0	12	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
210	twitter	2020-03	7.0	8	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
211	twitter	2020-05	7.0	4	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
212	twitter	2020-08	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
213	twitter	2020-09	7.0	24	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
214	twitter	2020-10	7.0	4	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
215	twitter	2020-11	7.0	4	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
216	twitter	2021-03	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
217	twitter	2021-06	7.0	1	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
218	twitter	2021-07	7.0	17	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
219	twitter	2021-09	7.0	6	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
220	twitter	2017-04	7.0	4	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
221	twitter	2017-07	7.0	6	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
222	twitter	2017-08	7.0	5	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
223	twitter	2017-09	7.0	11	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
224	twitter	2018-10	7.0	25	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
225	twitter	2018-11	7.0	77	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
226	twitter	2018-12	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
227	twitter	2012-10	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
228	twitter	2013-01	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
229	twitter	2013-02	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
230	twitter	2013-11	7.0	2	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
231	twitter	2012-12	7.0	6	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
232	twitter	2010-12	7.0	3	betterave, néonicotinoïdes, réintroduction, production, dérogation, pesticides, filière, sucre, pucerons, conseil d'état	Olivier Garnier - Ferme du pré 🚜🌻🐝💉💉, Philippe Méresse, laurentgantner, Yvon Laizet, Nous voulons des Coquelicots, Fabrice MICOURAUD, Cyril LAYROLLE, EnjeuxÉnergies, LeBerrien13 #GiletsJaunes #Amish #islamogauchiste, Laurent GIMALAC
233	twitter	2019-03	0.0	26	agriculteur, céréalier charentais, abeilles, foetus, malformations, cour d'appel, alternatives aux pesticides, cour, milieu, chlordécone	L'important, guyot D, infos non stop, Équiterre, FaAOD.asso, Un Climat de Changement, Sylvain Rotillon, POSITIVR, actu.fr, François VEILLERETTE
234	twitter	2011-07	0.0	2	agriculteur, céréalier charentais, abeilles, foetus, malformations, cour d'appel, alternatives aux pesticides, cour, milieu, chlordécone	L'important, guyot D, infos non stop, Équiterre, FaAOD.asso, Un Climat de Changement, Sylvain Rotillon, POSITIVR, actu.fr, François VEILLERETTE
235	twitter	2019-06	1.0	7	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
236	twitter	2019-07	1.0	2	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
237	twitter	2019-08	1.0	19	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
238	twitter	2019-09	1.0	40	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
239	twitter	2019-10	1.0	4	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
240	twitter	2019-12	1.0	9	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
241	twitter	2019-11	1.0	31	ecologie, alternatives aux pesticides, intoxication aux pesticides, pulvérisation aérienne, conseil d'etat, victimes de pesticides, eau, pulvérisations, maladie, victimes	aatea, Sylvain Rotillon, L'important, Loïc Prud'homme, POSITIVR, infos non stop, Générations Cobayes, France Bleu, F. DOMINOIS, François VEILLERETTE
242	twitter	2021-05	3.0	5	@genefutures, jardinerie, débat, greenpeace, résidus de pesticides, résidus, roundup de monsanto, décision, espaces verts, désherbant	Alexandre Carré, Yves Courtaux 🌾🌻, aatea #jesuisvacciné, barababor 🔻, Tαrdisius 🏉, Christian Rousseau, Patrick Vincourt #NonAuxManifsDeLaHonte 💉, Yves d'Amécourt, Alain M, F. DOMINOIS
243	twitter	2021-08	3.0	10	@genefutures, jardinerie, débat, greenpeace, résidus de pesticides, résidus, roundup de monsanto, décision, espaces verts, désherbant	Alexandre Carré, Yves Courtaux 🌾🌻, aatea #jesuisvacciné, barababor 🔻, Tαrdisius 🏉, Christian Rousseau, Patrick Vincourt #NonAuxManifsDeLaHonte 💉, Yves d'Amécourt, Alain M, F. DOMINOIS
244	twitter	2020-12	3.0	25	@genefutures, jardinerie, débat, greenpeace, résidus de pesticides, résidus, roundup de monsanto, décision, espaces verts, désherbant	Alexandre Carré, Yves Courtaux 🌾🌻, aatea #jesuisvacciné, barababor 🔻, Tαrdisius 🏉, Christian Rousseau, Patrick Vincourt #NonAuxManifsDeLaHonte 💉, Yves d'Amécourt, Alain M, F. DOMINOIS
245	twitter	2021-01	3.0	17	@genefutures, jardinerie, débat, greenpeace, résidus de pesticides, résidus, roundup de monsanto, décision, espaces verts, désherbant	Alexandre Carré, Yves Courtaux 🌾🌻, aatea #jesuisvacciné, barababor 🔻, Tαrdisius 🏉, Christian Rousseau, Patrick Vincourt #NonAuxManifsDeLaHonte 💉, Yves d'Amécourt, Alain M, F. DOMINOIS
246	media	2011-06	2.0	57	docteur, parasite, chauves-souris, études, déchets, résistances, fongicide, autorisation, mortalité, conflit d'intérêts	franceculture.fr, francetvinfo.fr, lejdd, laprovence, sciencesetavenir.fr, allodocteurs.fr, lamontagne, liberation.fr, lefigaro, Le Monde
247	media	2011-04	2.0	43	docteur, parasite, chauves-souris, études, déchets, résistances, fongicide, autorisation, mortalité, conflit d'intérêts	franceculture.fr, francetvinfo.fr, lejdd, laprovence, sciencesetavenir.fr, allodocteurs.fr, lamontagne, liberation.fr, lefigaro, Le Monde
248	media	2011-03	2.0	22	docteur, parasite, chauves-souris, études, déchets, résistances, fongicide, autorisation, mortalité, conflit d'intérêts	franceculture.fr, francetvinfo.fr, lejdd, laprovence, sciencesetavenir.fr, allodocteurs.fr, lamontagne, liberation.fr, lefigaro, Le Monde
249	media	2011-07	2.0	28	docteur, parasite, chauves-souris, études, déchets, résistances, fongicide, autorisation, mortalité, conflit d'intérêts	franceculture.fr, francetvinfo.fr, lejdd, laprovence, sciencesetavenir.fr, allodocteurs.fr, lamontagne, liberation.fr, lefigaro, Le Monde
250	media	2011-11	4.0	127	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
251	media	2012-02	4.0	196	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
252	media	2012-03	4.0	36	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
253	media	2012-04	4.0	21	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
254	media	2012-05	4.0	64	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
255	media	2012-07	4.0	113	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
256	media	2012-09	4.0	271	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
257	media	2012-10	4.0	84	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
258	media	2012-01	4.0	14	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
259	media	2012-08	4.0	30	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
