	origin	yearmonth	segm	doc_id	top10_term_chi2_True	top10_source_chi2_True
260	media	2012-06	4.0	17	ogm, maïs, nourrissons, chercheuse, lasso, herbicide, paul françois, marie-monique robin, firme, monsanto	francetvinfo.fr, charentelibre, lejdd, franceculture.fr, laprovence, lesinrocks.com, limportant.fr, France 24, allodocteurs.fr, Le Monde
261	media	2013-01	6.0	48	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
262	media	2013-02	6.0	83	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
263	media	2013-03	6.0	57	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
264	media	2013-04	6.0	491	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
265	media	2013-05	6.0	201	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
266	media	2013-06	6.0	246	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
267	media	2013-07	6.0	203	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
268	media	2013-08	6.0	240	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
269	media	2013-09	6.0	177	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
270	media	2013-10	6.0	100	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
271	media	2013-11	6.0	162	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
272	media	2013-12	6.0	46	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
273	media	2014-01	6.0	181	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
274	media	2014-02	6.0	163	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
275	media	2014-03	6.0	137	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
276	media	2014-04	6.0	225	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
277	media	2014-05	6.0	123	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
278	media	2014-06	6.0	275	maïs, ogm, abeilles, stéphane le foll, vignes, pesticides, vins, espaces verts, traitements, école	bfmtv.com, contrepoints.org, franceculture.fr, laprovence, telerama, francebleu.fr, lesinrocks.com, charentelibre, ladepeche, France 24
279	media	2014-07	7.0	44	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
280	media	2014-08	7.0	108	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
281	media	2014-09	7.0	88	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
282	media	2014-10	7.0	42	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
283	media	2014-11	7.0	119	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
284	media	2014-12	7.0	62	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
285	media	2015-01	7.0	12	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
286	media	2015-02	7.0	112	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
287	media	2015-03	7.0	242	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
288	media	2015-04	7.0	42	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
289	media	2015-05	7.0	134	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
290	media	2015-06	7.0	346	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
291	media	2015-07	7.0	118	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
292	media	2015-08	7.0	36	stéphane le foll, jardinerie, espaces verts, pesticides, espace, ruches, abeilles, moustique, frelon, air	contrepoints.org, francebleu.fr, bfmtv.com, franceinter.fr, larep, wikistrike.com, LesEchos, mrmondialisation.org, LePoint, telerama
293	media	2015-09	8.0	407	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
294	media	2015-10	8.0	195	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
295	media	2015-11	8.0	129	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
296	media	2015-12	8.0	235	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
297	media	2016-01	8.0	269	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
298	media	2016-02	8.0	456	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
299	media	2016-03	8.0	976	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
300	media	2016-04	8.0	349	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
301	media	2016-05	8.0	815	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
302	media	2016-06	8.0	966	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
303	media	2016-07	8.0	308	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
304	media	2016-08	8.0	159	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
305	media	2016-09	8.0	563	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
306	media	2016-10	8.0	679	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
307	media	2016-11	8.0	313	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
308	media	2016-12	8.0	545	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
309	media	2017-01	8.0	174	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
310	media	2017-02	8.0	507	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
311	media	2017-03	8.0	661	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
312	media	2017-04	8.0	1056	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
313	media	2017-05	8.0	575	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
314	media	2017-06	8.0	477	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
315	media	2017-07	8.0	180	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
316	media	2017-08	8.0	625	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
317	media	2017-09	8.0	987	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
318	media	2017-10	8.0	1407	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
319	media	2017-11	8.0	1960	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
320	media	2017-12	8.0	763	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
321	media	2018-01	8.0	50	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
322	media	2018-02	8.0	484	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
323	media	2018-03	8.0	1001	fipronil, renouvellement, commission, glyphosate, etats membres, etat, commission européenne, zika, perturbateurs, perturbateurs endocriniens	reporterre.net, europe1.fr, mediapart.fr, LePoint, LesEchos, Le Monde, mrmondialisation.org, larep, 60millions-mag.com, LeBien
324	media	2018-04	9.0	439	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
325	media	2018-05	9.0	736	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
326	media	2018-06	9.0	1546	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
327	media	2018-07	9.0	572	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
328	media	2018-08	9.0	1412	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
329	media	2018-09	9.0	973	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
330	media	2018-10	9.0	750	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
331	media	2018-11	9.0	385	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
332	media	2018-12	9.0	1102	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
333	media	2019-01	9.0	939	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
334	media	2019-02	9.0	817	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
335	media	2019-03	9.0	2191	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
336	media	2019-04	9.0	793	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
337	media	2019-05	9.0	1723	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
338	media	2019-06	9.0	1204	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
339	media	2019-07	9.0	1015	monsanto, hulot, nicolas hulot, glyphosate, bayer, macron, roundup, amendement, grand débat, procès	agoravox.fr, conjoncture.blogs.challenges.fr, limportant.fr, lepopulaire, alternatives-economiques.fr, alvinet, nouvelobs, sciencesetavenir.fr, francetvinfo.fr, stopmensonges.com
340	media	2019-08	10.0	740	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
341	media	2019-09	10.0	379	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
342	media	2019-10	10.0	537	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
343	media	2019-11	10.0	336	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
344	media	2019-12	10.0	261	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
345	media	2020-01	10.0	512	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
346	media	2020-02	10.0	678	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
347	media	2020-03	10.0	293	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
348	media	2020-04	10.0	109	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
349	media	2020-05	10.0	249	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
350	media	2020-06	10.0	301	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
351	media	2020-07	10.0	222	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
352	media	2020-08	10.0	274	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
353	media	2020-09	10.0	1027	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
354	media	2020-10	10.0	781	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
355	media	2020-11	10.0	220	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
356	media	2020-12	10.0	266	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
357	media	2021-01	10.0	382	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
358	media	2021-03	10.0	342	betterave, arrêté, néonicotinoïdes, convention citoyenne, réintroduction, pac, pucerons, dérogation, tribunal administratif, distances minimales	actu.fr, Yahoo! News, leparisien.fr, Sud Ouest, journaldesfemmes.com, femmeactuelle, lopinion.fr, OuestFrance, leprogres, lundi.am
